BirthDate,Colleges,Feet,From,Inches,Player,PlayerAdditional,Pos,To,Weight,_id
September 5 1943,West Virginia Tech,6,1970,2,Mike Barrett,barremi01,G,1973,155,63af8fcbabaabaf6d891577d
June 14 2000,Duke,6,2020,6,RJ Barrett,barrerj01,G-F,2023,214,63af8fcbabaabaf6d891577e
August 14 1981,Memphis,7,2006,1,Earl Barron,barroea01,C,2015,250,63af8fcbabaabaf6d891577f
April 13 1967,Boston College,5,1990,11,Dana Barros,barroda01,G,2004,163,63af8fcbabaabaf6d8915780
December 31 1971,Oregon State,6,1996,6,Brent Barry,barrybr01,G,2009,185,63af8fcbabaabaf6d8915781
February 17 1973,Georgia Tech,6,1998,5,Drew Barry,barrydr01,G,2000,191,63af8fcbabaabaf6d8915782
July 25 1969,University of the Pacific Georgia Tech,6,1993,4,Jon Barry,barryjo01,G,2006,195,63af8fcbabaabaf6d8915783
October 8 1925,NC State,6,1950,5,Ed Bartels,barteed01,F,1951,195,63af8fcbabaabaf6d8915785
September 29 1948,Oregon State,7,1972,1,Vic Bartolome,bartovi01,C,1972,230,63af8fcbabaabaf6d8915786
January 6 1991,Memphis,6,2013,6,Will Barton,bartowi01,G,2023,181,63af8fcbabaabaf6d8915787
February 15 1983,UNC Charlotte,6,2006,5,Eddie Basden,basdeed01,G,2006,215,63af8fcbabaabaf6d8915788
November 10 1951,Temple,6,1976,7,Jerry Baskerville,baskeje01,F,1976,190,63af8fcbabaabaf6d8915789
April 30 1985,LSU,6,2006,8,Brandon Bass,bassbr01,F,2017,250,63af8fcbabaabaf6d891578a
August 29 1995,Detroit Mercy,6,2022,8,Paris Bass,basspa01,F,2022,200,63af8fcbabaabaf6d891578b
April 1 1951,College of Southern Idaho Georgia,6,1974,8,Tim Bassett,basseti01,F-C,1980,225,63af8fcbabaabaf6d891578c
October 28 2000,Western Kentucky,6,2022,11,Charles Bassey,bassech01,C,2023,235,63af8fcbabaabaf6d891578d
May 29 1975,Michigan,6,2003,9,Maceo Baston,bastoma01,F,2009,215,63af8fcbabaabaf6d891578e
November 20 1975,,6,2002,11,Mengke Bateer,bateeme01,C,2004,290,63af8fcbabaabaf6d891578f
May 31 1956,Kentucky State University,6,1980,4,Billy Ray Bates,batesbi01,G,1983,210,63af8fcbabaabaf6d8915790
January 23 1996,Ohio State,6,2019,8,Keita Bates-Diop,bateske01,F,2023,229,63af8fcbabaabaf6d8915791
September 2 1983,,6,2006,10,Esteban Batista,batises01,F-C,2007,270,63af8fcbabaabaf6d8915792
November 21 1977,Arizona State,6,2003,8,Mike Batiste,batismi01,F,2003,225,63af8fcbabaabaf6d8915793
February 11 1976,Texas Tech,6,1998,11,Tony Battie,battito01,C-F,2012,230,63af8fcbabaabaf6d8915794
September 9 1978,Duke,6,2002,8,Shane Battier,battish01,F,2014,220,63af8fcbabaabaf6d8915795
November 9 1962,Rutgers University,6,1986,2,John Battle,battljo01,G,1995,175,63af8fcbabaabaf6d8915796
October 10 1964,Northern Illinois Illinois,6,1990,6,Kenny Battle,battlke01,F,1993,210,63af8fcbabaabaf6d8915797
March 26 1956,Notre Dame,6,1983,10,Dave Batton,battoda01,C,1984,240,63af8fcbabaabaf6d8915798
May 9 1951,Cincinnati,6,1975,4,Lloyd Batts,battsll01,G-F,1975,185,63af8fcbabaabaf6d8915799
December 14 1988,,6,2009,8,Nicolas Batum,batumni01,F-G,2023,230,63af8fcbabaabaf6d891579a
June 17 1946,Peirce College Temple,6,1970,5,Johnny Baum,baumjo01,F,1974,200,63af8fcbabaabaf6d891579b
October 7 1918,Ohio University,5,1947,10,Frankie Baumholtz,baumhfr01,G,1947,170,63af8fcbabaabaf6d891579c
January 27 1979,Maryland,6,2003,8,Lonny Baxter,baxtelo01,F,2006,260,63af8fcbabaabaf6d891579d
August 20 1988,Arizona,6,2009,3,Jerryd Bayless,bayleje01,G,2019,200,63af8fcbabaabaf6d891579e
July 28 1942,Tennessee,6,1968,6,Howard Bayne,bayneho01,F,1968,235,63af8fcbabaabaf6d89157a0
December 9 1986,Washington State,6,2013,10,Aron Baynes,baynear01,C,2021,260,63af8fcbabaabaf6d89157a1
March 16 1965,,6,1995,2,Sergei Bazarevich,bazarse01,G,1995,168,63af8fcbabaabaf6d89157a2
July 1 1989,Old Dominion,6,2013,4,Kent Bazemore,bazemke01,G-F,2022,195,63af8fcbabaabaf6d89157a3
June 12 2000,,6,2020,8,Darius Bazley,bazleda01,F,2023,208,63af8fcbabaabaf6d89157a4
January 25 1929,West Virginia,6,1951,3,Ed Beach,beached01,F,1951,200,63af8fcbabaabaf6d89157a5
June 28 1993,Florida,6,2013,4,Bradley Beal,bealbr01,G,2023,207,63af8fcbabaabaf6d89157a6
April 27 1942,Norfolk State,6,1968,9,Al Beard,beardal01,C,1968,200,63af8fcbabaabaf6d89157a7
May 4 1947,Louisville,6,1970,3,Butch Beard,beardbu01,G,1979,185,63af8fcbabaabaf6d89157a8
December 2 1927,Kentucky,5,1950,10,Ralph Beard,beardra01,G,1951,175,63af8fcbabaabaf6d89157a9
September 23 1945,SMU,6,1968,5,Charlie Beasley,beaslch01,G-F,1971,190,63af8fcbabaabaf6d89157aa
May 17 1980,Midland College University of North Dakota,6,2004,10,Jerome Beasley,beaslje01,F,2004,237,63af8fcbabaabaf6d89157ab
February 5 1944,Texas A&M,6,1968,9,John Beasley,beasljo01,F-C,1974,225,63af8fcbabaabaf6d89157ac
November 26 1996,Florida State,6,2017,4,Malik Beasley,beaslma01,G,2023,187,63af8fcbabaabaf6d89157ad
January 9 1989,Kansas State,6,2009,9,Michael Beasley,beaslmi01,F,2019,235,63af8fcbabaabaf6d89157ae
February 24 1988,,6,2010,1,Rodrigue Beaubois,beaubro01,G,2013,170,63af8fcbabaabaf6d89157b0
October 12 2000,Yakima Valley Community College,6,2023,6,MarJon Beauchamp,beaucma01,G,2023,199,63af8fcbabaabaf6d89157b1
January 25 1945,Columbia Basin College Denver,6,1968,9,Byron Beck,beckby01,C-F,1977,225,63af8fcbabaabaf6d89157b2
May 27 1971,South Plains College Arkansas,6,1996,1,Corey Beck,beckco01,G,1999,190,63af8fcbabaabaf6d89157b3
December 11 1931,Penn,6,1954,4,Ernie Beck,becker01,G-F,1961,190,63af8fcbabaabaf6d89157b4
January 12 1942,Arizona State,6,1968,7,Art Becker,beckear01,F,1973,205,63af8fcbabaabaf6d89157b5
February 24 1917,Duquesne,6,1947,1,Moe Becker,beckemo01,G-F,1947,185,63af8fcbabaabaf6d89157b6
June 26 1944,Stanford,6,1968,7,Bob Bedell,bedelbo01,F,1971,205,63af8fcbabaabaf6d89157b7
December 14 1963,Memphis,7,1987,1,William Bedford,bedfowi01,C,1993,225,63af8fcbabaabaf6d89157b8
June 2 1916,Long Island University,6,1947,6,Hank Beenders,beendha01,C-F,1949,185,63af8fcbabaabaf6d89157b9
January 14 1951,Minnesota,6,1974,9,Ron Behagen,behagro01,F-C,1980,185,63af8fcbabaabaf6d89157ba
February 3 1929,Bradley,6,1952,7,Elmer Behnke,behnkel01,C,1952,210,63af8fcbabaabaf6d89157bb
March 25 1986,,6,2008,5,Marco Belinelli,belinma01,G-F,2020,220,63af8fcbabaabaf6d89157bc
March 12 1979,Michigan State,6,2002,3,Charlie Bell,bellch01,G,2011,200,63af8fcbabaabaf6d89157bd
June 2 1951,Drake University,6,1974,5,Dennis Bell,bellde01,F,1976,185,63af8fcbabaabaf6d89157be
January 7 1995,Oregon,6,2018,8,Jordan Bell,belljo01,F,2022,216,63af8fcbabaabaf6d89157bf
September 19 1976,Boston University Florida International University,6,2001,5,Raja Bell,bellra01,G,2012,204,63af8fcbabaabaf6d89157c0
November 10 1980,Boston College,6,2004,1,Troy Bell,belltr01,G,2004,180,63af8fcbabaabaf6d89157c1
September 13 1932,NC State,6,1960,1,Whitey Bell,bellwh01,G,1961,180,63af8fcbabaabaf6d89157c2
July 4 1994,"Saint Joseph's",6,2017,5,"DeAndre' Bembry",bembrde01,F,2022,210,63af8fcbabaabaf6d89157c4
November 18 1930,Illinois,6,1954,3,Irv Bemoras,bemorir01,F-G,1957,185,63af8fcbabaabaf6d89157c5
July 23 1950,Jacksonville University,6,1975,4,Leon Benbow,benbole01,G,1976,185,63af8fcbabaabaf6d89157c6
November 17 1997,,7,2017,1,Dragan Bender,bendedr01,F,2020,225,63af8fcbabaabaf6d89157c7
January 30 1981,,6,2000,11,Jonathan Bender,bendejo01,F,2010,202,63af8fcbabaabaf6d89157c8
August 1 1991,Georgetown Towson University,6,2015,8,Jerrelle Benimon,benimje01,F,2015,245,63af8fcbabaabaf6d89157c9
November 22 1964,Creighton,7,1986,1,Benoit Benjamin,benjabe01,C,2000,250,63af8fcbabaabaf6d89157ca
February 24 1978,Oregon State,6,1999,6,Corey Benjamin,benjaco01,G,2003,200,63af8fcbabaabaf6d89157cb
March 14 1993,UNLV,6,2014,8,Anthony Bennett,bennean01,F,2017,245,63af8fcbabaabaf6d89157cc
February 13 1970,Notre Dame,6,1995,1,Elmer Bennett,benneel01,G,1997,170,63af8fcbabaabaf6d89157cd
August 1 1973,Arizona State,6,1996,6,Mario Bennett,bennema01,F,2000,235,63af8fcbabaabaf6d89157ce
January 4 1955,Pitt,6,1976,7,Mel Bennett,benneme01,F,1982,200,63af8fcbabaabaf6d89157cf
August 4 1943,Winston-Salem State,6,1969,3,Spider Bennett,bennesp01,G,1969,190,63af8fcbabaabaf6d89157d0
June 1 1969,Green Bay,6,1993,1,Tony Bennett,benneto01,G,1995,175,63af8fcbabaabaf6d89157d1
February 9 1965,Kentucky,6,1990,7,Winston Bennett,bennewi01,F,1992,210,63af8fcbabaabaf6d89157d2
May 9 1968,Alabama,6,1992,8,David Benoit,benoida01,F,2001,220,63af8fcbabaabaf6d89157d3
August 13 1988,Oakland,6,2012,11,Keith Benson,bensoke02,C,2012,240,63af8fcbabaabaf6d89157d4
December 27 1954,Indiana,6,1978,10,Kent Benson,bensoke01,C,1988,235,63af8fcbabaabaf6d89157d5
March 29 1995,Providence,6,2017,9,Ben Bentil,bentibe01,F,2017,235,63af8fcbabaabaf6d89157d6
November 22 1926,Marquette,5,1950,11,Gene Berce,bercege01,G-F,1950,175,63af8fcbabaabaf6d89157d7
July 16 1932,Utah,6,1957,8,Gary Bergen,bergega01,C,1957,210,63af8fcbabaabaf6d89157d8
April 2 1945,Weber State,6,1970,8,Larry Bergh,berghla01,F,1970,210,63af8fcbabaabaf6d89157d9
October 6 1964,Oregon State San Jose State,6,1989,8,Ricky Berry,berryri01,F,1989,205,63af8fcbabaabaf6d89157da
May 14 1964,"St. John's",6,1987,8,Walter Berry,berrywa01,F,1989,215,63af8fcbabaabaf6d89157db
September 9 1989,,6,2019,4,Dairis Bertāns,bertada02,G,2019,200,63af8fcbabaabaf6d89157dc
November 12 1992,,6,2017,10,Dāvis Bertāns,bertada01,F,2023,225,63af8fcbabaabaf6d89157dd
November 29 1956,California University of Pennslyvania,5,1979,11,Del Beshore,beshode01,G,1980,165,63af8fcbabaabaf6d89157de
July 12 1972,Georgia Tech,5,1996,11,Travis Best,besttr01,G,2005,182,63af8fcbabaabaf6d89157df
July 12 1988,Arkansas,6,2013,1,Patrick Beverley,beverpa01,G,2023,180,63af8fcbabaabaf6d89157e0
April 9 1999,Villanova,6,2021,7,Saddiq Bey,beysa01,F,2023,215,63af8fcbabaabaf6d89157e1
February 10 1998,Colorado,6,2021,7,Tyler Bey,beyty01,F,2021,215,63af8fcbabaabaf6d89157e2
December 2 1992,New Mexico State,7,2015,5,Sim Bhullar,bhullsi01,C,2015,360,63af8fcbabaabaf6d89157e3
June 8 1945,UConn,6,1968,2,Wes Bialosuknia,bialowe01,G,1968,185,63af8fcbabaabaf6d89157e4
March 26 1932,Bowling Green,6,1957,3,Al Bianchi,biancal01,G,1966,185,63af8fcbabaabaf6d89157e5
January 14 1922,Long Island University,5,1947,11,Hank Biasatti,biasaha01,G,1947,175,63af8fcbabaabaf6d89157e6
November 24 1949,UCLA,6,1973,1,Henry Bibby,bibbyhe01,G,1981,185,63af8fcbabaabaf6d89157e7
May 13 1978,Arizona,6,1999,1,Mike Bibby,bibbymi01,G,2012,190,63af8fcbabaabaf6d89157e8
August 12 1945,NC State,6,1969,1,Ed Biedenbach,biedeed01,G,1969,175,63af8fcbabaabaf6d89157e9
April 2 1986,,6,2005,11,Andris Biedriņš,biedran01,C,2014,240,63af8fcbabaabaf6d89157ea
May 10 1932,Valparaiso,6,1956,7,Don Bielke,bielkdo01,C,1956,240,63af8fcbabaabaf6d89157eb
December 26 1953,Penn,6,1976,7,Bob Bigelow,bigelbo01,F-G,1979,215,63af8fcbabaabaf6d89157ec
August 31 1952,Duquesne,6,1975,9,Lionel Billingy,billili01,F-C,1975,215,63af8fcbabaabaf6d89157ed
September 25 1976,Colorado,6,1998,3,Chauncey Billups,billuch01,G,2014,202,63af8fcbabaabaf6d89157ee
March 26 1961,North Carolina A&T,6,1987,8,Joe Binion,biniojo01,F,1987,235,63af8fcbabaabaf6d89157f0
September 28 1992,Pitt UNLV,6,2018,9,Khem Birch,birchkh01,C-F,2023,233,63af8fcbabaabaf6d89157f1
July 3 1994,California,6,2018,6,Jabari Bird,birdja01,G,2018,198,63af8fcbabaabaf6d89157f2
February 2 1935,Kentucky,6,1959,6,Jerry Bird,birdje01,F,1959,210,63af8fcbabaabaf6d89157f3
December 9 1955,Houston,6,1978,3,Otis Birdsong,birdsot01,G,1989,190,63af8fcbabaabaf6d89157f5
June 4 1922,Washington State,6,1949,3,Gale Bishop,bishoga01,F,1949,195,63af8fcbabaabaf6d89157f6
July 20 1999,,6,2020,11,Goga Bitadze,bitadgo01,C,2023,250,63af8fcbabaabaf6d89157f7
August 28 1992,,6,2012,8,Bismack Biyombo,biyombi01,C-F,2023,255,63af8fcbabaabaf6d89157f8
May 9 1988,,6,2016,10,Nemanja Bjelica,bjeline01,F,2022,234,63af8fcbabaabaf6d89157f9
March 26 1962,Indiana,7,1986,1,Uwe Blab,blabuw01,C,1990,252,63af8fcbabaabaf6d89157fa
June 15 1921,Kansas,6,1949,5,Charlie Black,blackch01,F-C,1952,200,63af8fcbabaabaf6d89157fb
November 12 1957,"Saint Joseph's",6,1981,5,Norman Black,blackno01,G,1981,185,63af8fcbabaabaf6d89157fc
November 22 1991,Memphis Kansas,6,2015,9,Tarik Black,blackta01,C-F,2018,250,63af8fcbabaabaf6d89157fd
July 9 1941,South Dakota State,6,1971,10,Tom Black,blackto01,C,1971,220,63af8fcbabaabaf6d89157fe
February 26 1959,Kansas State,6,1982,6,Rolando Blackman,blackro01,G,1994,190,63af8fcbabaabaf6d89157ff
June 27 1970,Monmouth University,6,1993,6,Alex Blackwell,blackal01,F,1993,250,63af8fcbabaabaf6d8915800
March 27 1963,Wisconsin,6,1985,6,Cory Blackwell,blackco01,F,1985,210,63af8fcbabaabaf6d8915801
February 25 1968,Dartmouth College,6,1995,1,James Blackwell,blackja01,G,1995,190,63af8fcbabaabaf6d8915802
February 15 1965,Temple,6,1988,4,Nate Blackwell,blackna01,G,1988,170,63af8fcbabaabaf6d8915803
April 22 1989,Pitt,6,2010,7,DeJuan Blair,blairde01,F-C,2016,270,63af8fcbabaabaf6d8915804
February 26 1980,Maryland,6,2004,3,Steve Blake,blakest01,G,2016,172,63af8fcbabaabaf6d8915805
October 4 1996,LSU,6,2018,4,Antonio Blakeney,blakean01,G,2019,192,63af8fcbabaabaf6d8915806
September 8 1983,Iowa State,6,2007,1,Will Blalock,blalowi01,G,2007,205,63af8fcbabaabaf6d8915807
November 12 1939,Holy Cross,6,1962,1,George Blaney,blanege01,G,1962,175,63af8fcbabaabaf6d8915808
September 9 1966,Virginia Texas,6,1991,4,Lance Blanks,blankla01,G,1993,190,63af8fcbabaabaf6d8915809
April 21 1966,LSU,6,1993,7,Ricky Blanton,blantri01,F,1993,215,63af8fcbabaabaf6d891580a
August 22 1986,,6,2006,11,Andray Blatche,blatcan01,F,2014,235,63af8fcbabaabaf6d891580b
March 20 1967,Midland College Oklahoma,6,1990,1,Mookie Blaylock,blaylmo01,G,2002,180,63af8fcbabaabaf6d891580c
December 9 1989,Kentucky,6,2011,1,Eric Bledsoe,bledser01,G,2022,214,63af8fcbabaabaf6d891580d
November 24 1995,Southern Miss Montana State,6,2021,4,Keljin Blevins,blevike01,F,2022,200,63af8fcbabaabaf6d891580e
June 25 1926,Arizona,6,1951,2,Leon Blevins,blevile01,G,1951,160,63af8fcbabaabaf6d891580f
April 16 1944,USC,6,1967,9,John Block,blockjo01,F-C,1976,207,63af8fcbabaabaf6d8915810
January 14 1915,Temple,6,1948,6,Mike Bloom,bloommi01,F-C,1949,190,63af8fcbabaabaf6d8915811
September 16 1993,Clemson,6,2019,8,Jaron Blossomgame,blossja01,F,2019,220,63af8fcbabaabaf6d8915812
January 4 1969,Cincinnati,6,1994,9,Corie Blount,blounco01,F,2004,240,63af8fcbabaabaf6d8915813
November 30 1975,Pitt,7,2001,1,Mark Blount,blounma01,C,2009,230,63af8fcbabaabaf6d8915814
July 17 1992,Marquette,6,2014,4,Vander Blue,blueva01,G,2018,200,63af8fcbabaabaf6d8915815
September 23 1958,Oregon State,6,1982,4,Ray Blume,blumera01,G,1982,185,63af8fcbabaabaf6d8915816
February 25 1924,Temple,6,1950,1,Nelson Bobb,bobbne01,G,1953,170,63af8fcbabaabaf6d8915817
October 22 1979,Cincinnati,6,2005,4,Tony Bobbitt,bobbito01,G,2005,190,63af8fcbabaabaf6d8915818
July 8 1933,Dayton,6,1959,4,Bucky Bockhorn,bockhbu01,G,1965,200,63af8fcbabaabaf6d8915819
November 11 1999,Syracuse,6,2023,6,Buddy Boeheim,boehebu01,G,2023,205,63af8fcbabaabaf6d891581a
August 23 1945,Tennessee,7,1969,1,Tom Boerwinkle,boerwto01,C,1978,265,63af8fcbabaabaf6d891581b
May 12 1980,Kentucky,6,2004,5,Keith Bogans,boganke01,G-F,2014,215,63af8fcbabaabaf6d891581c
August 18 1992,,6,2018,6,Bogdan Bogdanović,bogdabo01,G,2023,220,63af8fcbabaabaf6d891581d
April 18 1989,,6,2015,7,Bojan Bogdanović,bogdabo02,G-F,2023,226,63af8fcbabaabaf6d891581e
January 9 1965,Wake Forest,5,1988,3,Muggsy Bogues,boguemu01,G,2001,136,63af8fcbabaabaf6d891581f
November 28 1984,Utah,7,2006,1,Andrew Bogut,bogutan01,C,2019,260,63af8fcbabaabaf6d8915820
May 29 1973,Arizona Tennessee Auburn University at Montgomery,6,1998,9,Etdrick Bohannon,bohanet01,F,2001,220,63af8fcbabaabaf6d8915821
November 16 1999,Oregon,7,2020,2,Bol Bol,bolbo01,F-C,2023,220,63af8fcbabaabaf6d8915822
October 16 1962,University of Bridgeport,7,1986,7,Manute Bol,bolma01,C,1995,200,63af8fcbabaabaf6d8915823
January 2 1996,UCLA,6,2019,8,Jonah Bolden,boldejo01,F,2020,220,63af8fcbabaabaf6d8915824
April 17 1998,Duke,6,2020,10,Marques Bolden,boldema01,C,2021,249,63af8fcbabaabaf6d8915825
August 21 1931,Georgetown,6,1954,5,Bill Bolger,bolgebi01,F,1954,205,63af8fcbabaabaf6d8915826
September 11 2000,,6,2022,6,Leandro Bolmaro,bolmale01,F,2023,200,63af8fcbabaabaf6d8915827
January 28 1994,Weber State,6,2017,9,Joel Bolomboy,bolomjo01,F,2018,235,63af8fcbabaabaf6d8915828
October 29 1931,Minnesota,6,1958,4,Doug Bolstorff,bolstdo01,G,1958,195,63af8fcbabaabaf6d8915829
July 1 1935,Illinois,6,1962,8,George Bon Salle,bonsage01,F,1962,220,63af8fcbabaabaf6d891582a
July 27 1954,Louisville,6,1978,2,Phil Bond,bondph01,G,1978,175,63af8fcbabaabaf6d891582b
February 1 1969,Minnesota,6,1993,5,Walter Bond,bondwa01,G,1995,200,63af8fcbabaabaf6d891582c
November 5 1997,Tennessee,6,2020,2,Jordan Bone,bonejo01,G,2021,180,63af8fcbabaabaf6d891582d
April 27 1970,UNLV,6,1997,4,Dexter Boney,boneyde01,G,1997,185,63af8fcbabaabaf6d891582e
November 8 1999,,6,2019,8,Isaac Bonga,bongais01,G,2022,180,63af8fcbabaabaf6d891582f
May 31 1942,Cincinnati,6,1965,5,Ron Bonham,bonharo01,F,1968,192,63af8fcbabaabaf6d8915830
June 8 1968,Saint Louis,6,1991,8,Anthony Bonner,bonnean01,F,1996,215,63af8fcbabaabaf6d8915831
April 5 1980,Florida,6,2005,10,Matt Bonner,bonnema01,F,2016,235,63af8fcbabaabaf6d8915832
July 20 1945,Cheyney (PA),6,1970,10,Butch Booker,bookebu01,C,1970,230,63af8fcbabaabaf6d8915833
October 30 1996,Kentucky,6,2016,5,Devin Booker,bookede01,G,2023,206,63af8fcbabaabaf6d8915834
August 20 1972,Missouri,6,1996,2,Melvin Booker,bookeme01,G,1997,185,63af8fcbabaabaf6d8915835
November 25 1987,Clemson,6,2011,8,Trevor Booker,booketr01,F,2018,228,63af8fcbabaabaf6d8915836
November 21 1984,UConn,6,2007,10,Josh Boone,boonejo01,F-C,2010,237,63af8fcbabaabaf6d8915837
September 6 1946,Iowa Western Community College Clarinda Campus Idaho State University,6,1969,2,Ron Boone,boonero01,G-F,1981,200,63af8fcbabaabaf6d8915838
May 7 1976,Penn State,6,2000,11,Calvin Booth,boothca01,C,2009,230,63af8fcbabaabaf6d8915839
October 9 1974,Maryland,6,1998,6,Keith Booth,boothke01,F,1999,226,63af8fcbabaabaf6d891583a
April 26 1937,Kansas State,6,1961,8,Bob Boozer,boozebo01,F,1971,215,63af8fcbabaabaf6d891583b
November 20 1981,Duke,6,2003,9,Carlos Boozer,boozeca01,F-C,2015,258,63af8fcbabaabaf6d891583c
September 13 1980,Stanford,7,2004,1,Curtis Borchardt,borchcu01,C,2005,240,63af8fcbabaabaf6d891583d
June 29 1927,Muhlenberg College,6,1949,5,Jake Bornheimer,bornhja01,F-C,1950,200,63af8fcbabaabaf6d891583e
September 20 1972,,6,2000,8,Lazaro Borrell,borrela01,F,2000,220,63af8fcbabaabaf6d891583f
July 25 1924,Temple,6,1951,8,Ike Borsavage,borsaik01,C-F,1951,220,63af8fcbabaabaf6d8915840
March 11 1927,Denver,6,1950,5,Vince Boryla,borylvi01,F,1954,210,63af8fcbabaabaf6d8915841
January 28 1953,New Mexico State,6,1978,7,Jim Bostic,bostiji01,F,1978,225,63af8fcbabaabaf6d8915843
November 28 2001,Kentucky,6,2022,7,Brandon Boston Jr.,bostobr01,G-F,2023,185,63af8fcbabaabaf6d8915844
May 18 1956,Vincennes University Maryland,6,1980,8,Lawrence Boston,bostola01,F,1980,225,63af8fcbabaabaf6d8915845
October 2 1953,South Carolina State South Carolina,6,1976,9,Tom Boswell,bosweto01,F-C,1984,220,63af8fcbabaabaf6d8915846
January 11 1993,Oregon,6,2018,9,Chris Boucher,bouchch01,F,2023,200,63af8fcbabaabaf6d8915847
September 18 2000,UConn,6,2022,5,James Bouknight,bouknja01,G,2023,190,63af8fcbabaabaf6d8915848
May 20 1978,Georgetown,7,2002,1,Ruben Boumtje-Boumtje,boumtru01,C,2004,257,63af8fcbabaabaf6d8915849
March 6 1925,Western Michigan,6,1950,4,Don Boven,bovendo01,F-G,1953,210,63af8fcbabaabaf6d891584a
March 31 1977,Old Dominion,6,2000,10,Cal Bowdler,bowdlca01,F,2002,245,63af8fcbabaabaf6d891584b
October 2 1998,,6,2020,6,Brian Bowen,bowenbr02,F,2021,190,63af8fcbabaabaf6d891584c
June 14 1971,Cal State Fullerton,6,1997,7,Bruce Bowen,bowenbr01,F,2009,185,63af8fcbabaabaf6d891584d
November 20 1975,Iowa,6,2000,7,Ryan Bowen,bowenry01,F,2010,215,63af8fcbabaabaf6d891584e
July 7 1940,Grambling State University,6,1968,8,Tommie Bowens,bowento01,F-C,1970,220,63af8fcbabaabaf6d891584f
November 9 1963,Oklahoma,6,1989,6,Anthony Bowie,bowiean01,G-F,1998,190,63af8fcbabaabaf6d8915850
March 17 1961,Kentucky,7,1985,1,Sam Bowie,bowiesa01,C-F,1995,235,63af8fcbabaabaf6d8915851
March 21 1939,Tennessee,6,1968,10,Orb Bowling,bowlior01,C,1968,215,63af8fcbabaabaf6d8915852
June 11 1973,Providence Penn,6,2000,5,Ira Bowman,bowmair01,G,2002,195,63af8fcbabaabaf6d8915853
June 16 1997,Boston College,6,2020,1,Ky Bowman,bowmaky01,G,2020,187,63af8fcbabaabaf6d8915854
March 19 1943,Wichita State,6,1967,10,Nate Bowman,bowmana01,C,1972,230,63af8fcbabaabaf6d8915855
September 2 1973,Colorado,6,1996,5,Donnie Boyce,boycedo01,G,1997,196,63af8fcbabaabaf6d8915856
May 21 1954,Detroit Mercy,6,1979,1,Dennis Boyd,boydde01,G,1979,175,63af8fcbabaabaf6d8915857
June 13 1950,Oregon State,6,1973,2,Freddie Boyd,boydfr01,G,1978,180,63af8fcbabaabaf6d8915858
March 25 1952,Boston University,6,1975,5,Ken Boyd,boydke01,F,1975,195,63af8fcbabaabaf6d8915859
June 2 1976,Eastern Michigan,5,1999,5,Earl Boykins,boykiea01,G,2012,135,63af8fcbabaabaf6d891585a
July 24 1922,"St. John's",6,1950,10,Harry Boykoff,boykoha01,C,1951,225,63af8fcbabaabaf6d891585b
May 17 1957,San Francisco,6,1979,6,Winford Boynes,boynewi01,G-F,1981,185,63af8fcbabaabaf6d891585c
March 7 1983,UCLA,6,2007,6,Cedric Bozeman,bozemce01,G,2007,207,63af8fcbabaabaf6d891585d
August 1 1950,Tulsa,6,1973,1,Steve Bracey,bracest01,G,1975,175,63af8fcbabaabaf6d891585e
October 9 1987,Iowa State,6,2011,10,Craig Brackins,brackcr01,F,2012,230,63af8fcbabaabaf6d891585f
July 26 1942,Ohio State,6,1965,8,Gary Bradds,braddga01,F,1971,210,63af8fcbabaabaf6d8915860
October 30 1959,Villanova,6,1982,6,Alex Bradley,bradlal02,F,1982,215,63af8fcbabaabaf6d8915861
October 16 1953,Texas Southern,6,1978,6,Alonzo Bradley,bradlal01,F,1980,190,63af8fcbabaabaf6d8915862
November 26 1990,Texas,6,2011,3,Avery Bradley,bradlav01,G,2022,180,63af8fcbabaabaf6d8915863
June 16 1941,Tennessee State,5,1968,11,Bill Bradley,bradlbi02,G,1968,165,63af8fcbabaabaf6d8915864
May 16 1959,Wyoming,6,1982,5,Charles Bradley,bradlch01,G,1984,215,63af8fcbabaabaf6d8915866
March 19 1957,UNC,6,1980,6,Dudley Bradley,bradldu01,G-F,1989,195,63af8fcbabaabaf6d8915867
March 16 1952,Northern Illinois,6,1974,8,Jim Bradley,bradlji01,F,1976,215,63af8fcbabaabaf6d8915868
September 24 1928,Oklahoma State,6,1950,3,Joe Bradley,bradljo01,G,1950,175,63af8fcbabaabaf6d8915869
April 18 1979,Kentucky Villanova,6,2002,10,Michael Bradley,bradlmi01,F-C,2006,245,63af8fcbabaabaf6d891586a
March 22 1972,BYU,7,1994,6,Shawn Bradley,bradlsh01,C,2005,235,63af8fcbabaabaf6d891586b
January 8 1998,UNC,6,2018,10,Tony Bradley,bradlto01,F-C,2023,248,63af8fcbabaabaf6d891586c
September 27 1968,,6,1997,10,Mark Bradtke,bradtma01,C-F,1997,265,63af8fcbabaabaf6d891586d
March 24 1970,Providence,6,1996,8,Marques Bragg,braggma01,F,1996,230,63af8fcbabaabaf6d891586e
